name,age,lifestyle,zip code,family status,car,sports,earnings,living area,label
DdYjWmCe,40.0,active,17203.0,single,expensive,athletics,102808.0,urban,no response
fr34myRr,46.0,healthy,35709.0,married,expensive,athletics,131335.0,rural,no response
Ttc3095I,28.0,healthy,77025.0,married,practical,athletics,52842.0,urban,no response
CoBoEwkR,50.0,healthy,96869.0,single,practical,badminton,117534.0,urban,no response
vXJENxfU,63.0,active,59322.0,married,expensive,badminton,119745.0,urban,response
dR0oFcwR,47.0,cozily,48572.0,single,practical,soccer,113397.0,rural,no response
8W0saQs6,26.0,cozily,18517.0,married,practical,,62156.0,urban,no response
1iVZpHL5,19.0,active,64988.0,single,expensive,athletics,81416.0,rural,no response
ibJttYhq,20.0,cozily,36167.0,married,practical,badminton,143853.0,rural,response
OnUriXK7,34.0,cozily,42552.0,single,practical,badminton,58712.0,rural,no response
jS0UsCnN,37.0,active,62367.0,single,expensive,athletics,26504.0,urban,no response
LqwkpECd,54.0,active,27871.0,married,expensive,soccer,70513.0,rural,no response
L5hndH0Q,26.0,cozily,92057.0,married,practical,badminton,43958.0,urban,no response
GWZhFaMm,68.0,healthy,50429.0,married,practical,,66932.0,rural,response
v4flSlBi,56.0,healthy,68295.0,single,expensive,badminton,65776.0,urban,response
CWqkqiNc,49.0,active,66089.0,single,expensive,athletics,60413.0,urban,no response
vjBEgkCY,59.0,active,57090.0,single,expensive,athletics,98256.0,urban,response
GqVAmPtL,58.0,healthy,64049.0,married,practical,badminton,130148.0,urban,response
AxNLL3ap,38.0,healthy,42865.0,single,practical,,47475.0,urban,no response
7QF8i8Pw,31.0,healthy,63153.0,single,practical,badminton,92337.0,urban,no response
PNbRwnjs,30.0,cozily,31539.0,single,expensive,badminton,49028.0,urban,no response
Yeymjhdq,44.0,active,26548.0,single,expensive,badminton,139918.0,urban,response
vePDIEV6,25.0,healthy,88422.0,married,expensive,badminton,123018.0,urban,no response
HXztduOW,42.0,cozily,81563.0,single,expensive,badminton,100039.0,urban,no response
0LBdEEhE,18.0,healthy,16676.0,single,expensive,badminton,142587.0,urban,response
Aaam234G,26.0,cozily,25500.0,single,practical,soccer,134035.0,urban,no response
akETKt9k,46.0,active,67367.0,married,practical,badminton,114468.0,rural,no response
cpreJuCG,24.0,active,46523.0,married,expensive,,56796.0,urban,no response
8jhgyfgU,37.0,healthy,27943.0,married,expensive,soccer,109403.0,rural,no response
pxBg9fjc,35.0,healthy,39767.0,single,expensive,soccer,136002.0,rural,no response
HAkaXUZ5,68.0,healthy,22091.0,married,practical,soccer,122327.0,urban,no response
xa7WjjtV,43.0,healthy,37546.0,single,expensive,badminton,43083.0,urban,no response
Rl9IbCji,24.0,cozily,78857.0,single,practical,soccer,142382.0,rural,response
TaCw8dYc,51.0,healthy,84034.0,single,expensive,athletics,121500.0,rural,response
jPN7ZQXI,37.0,healthy,10437.0,single,practical,badminton,63933.0,rural,response
NxC39LDp,69.0,active,37401.0,married,practical,athletics,64705.0,urban,no response
e8IW4jYc,52.0,active,36425.0,single,expensive,badminton,121532.0,urban,no response
IzbWqIR7,32.0,cozily,86848.0,married,expensive,soccer,49452.0,urban,no response
2L4O7gcp,15.0,active,28601.0,single,expensive,soccer,78971.0,rural,no response
ryupjbzk,15.0,active,75398.0,single,expensive,badminton,56622.0,urban,no response
tg9D15t3,28.0,healthy,97377.0,single,expensive,badminton,91817.0,urban,no response
jI3c1KVc,52.0,active,39881.0,single,expensive,,142669.0,urban,response
jPyHZl6I,55.0,active,95334.0,single,expensive,athletics,98383.0,urban,no response
3cyuggYb,39.0,healthy,34716.0,married,expensive,,124786.0,urban,no response
v7apXxtV,42.0,healthy,35996.0,married,practical,soccer,114330.0,urban,no response
FB5BtVKC,51.0,healthy,78525.0,single,expensive,soccer,33583.0,urban,no response
UG1hB8Ox,23.0,cozily,87350.0,married,practical,badminton,40630.0,rural,no response
wBARJYOZ,17.0,active,47126.0,married,expensive,soccer,61210.0,urban,no response
DO4fvNvR,41.0,active,43561.0,married,practical,soccer,125348.0,urban,no response
YxlKbgOz,44.0,healthy,30360.0,single,practical,soccer,145407.0,rural,response
mR2x2iBx,66.0,cozily,20471.0,single,practical,athletics,147186.0,rural,response
XzcJdl0z,63.0,active,18349.0,single,expensive,soccer,61600.0,urban,no response
uhhcg5dD,19.0,cozily,28804.0,single,practical,athletics,127095.0,rural,no response
FfykXVvk,64.0,healthy,50894.0,married,practical,badminton,83340.0,urban,response
0Exra9XV,17.0,healthy,94616.0,single,expensive,athletics,147305.0,urban,response
ywBPs5ru,35.0,active,97999.0,single,practical,badminton,112791.0,urban,no response
E6s5gTGd,32.0,healthy,49060.0,single,practical,badminton,46425.0,urban,no response
W4Aceqqg,41.0,active,88749.0,married,practical,athletics,142392.0,urban,response
zPdPUNzK,41.0,cozily,97039.0,single,practical,athletics,115133.0,urban,no response
hJnfpkhJ,57.0,active,47425.0,single,practical,,62403.0,rural,no response
C2rtGcFV,54.0,cozily,55412.0,married,expensive,badminton,52055.0,urban,no response
yETZENeU,19.0,cozily,22188.0,married,expensive,badminton,126270.0,rural,no response
5Cfhmp2B,51.0,cozily,98086.0,married,practical,soccer,143952.0,urban,response
i1gnt0Xx,44.0,healthy,37631.0,married,expensive,soccer,142824.0,rural,response
n7GmbEGe,62.0,active,64283.0,married,expensive,badminton,27236.0,rural,response
PwTWdx4k,59.0,healthy,71637.0,single,expensive,soccer,115983.0,urban,response
YKBrRe0v,61.0,healthy,20313.0,married,practical,athletics,101835.0,rural,response
u8FgIM48,34.0,cozily,88681.0,married,expensive,soccer,63249.0,urban,no response
pjUgk3mx,50.0,active,89824.0,single,expensive,athletics,132056.0,urban,response
u4ycTbfj,37.0,healthy,19574.0,married,practical,badminton,75801.0,urban,no response
xlDvljMt,29.0,cozily,68241.0,single,expensive,athletics,139732.0,rural,no response
DriRExfl,15.0,cozily,21490.0,married,expensive,,145400.0,urban,response
MahaVlld,49.0,active,19394.0,single,expensive,badminton,68398.0,urban,no response
0guHJZCz,40.0,active,68353.0,single,expensive,athletics,59581.0,rural,no response
5aAvjXNQ,35.0,active,47308.0,married,practical,soccer,59254.0,rural,no response
a3JpVa3P,41.0,cozily,99338.0,married,expensive,soccer,43198.0,urban,no response
PnI7ohhu,28.0,healthy,62673.0,married,expensive,badminton,105436.0,rural,no response
dOhrOcuZ,28.0,healthy,30918.0,single,practical,athletics,31585.0,rural,no response
j97lx5mj,57.0,cozily,17289.0,single,expensive,athletics,45382.0,urban,no response
vD1Vtrf2,46.0,cozily,76329.0,married,expensive,soccer,38060.0,urban,no response
A3bkZ13C,61.0,active,39862.0,single,expensive,badminton,42190.0,urban,response
7SP1bcpO,37.0,healthy,47425.0,single,practical,badminton,54302.0,rural,no response
fjESlRf6,33.0,cozily,52579.0,single,practical,athletics,117235.0,rural,no response
gDWFE6kF,20.0,healthy,61503.0,single,practical,athletics,89571.0,rural,no response
zKKgq2RT,42.0,healthy,72250.0,single,practical,soccer,86406.0,urban,no response
LO3dY4N0,33.0,cozily,51718.0,single,practical,athletics,107903.0,urban,no response
Z2fwddWj,35.0,healthy,76504.0,single,practical,badminton,144383.0,rural,response
I5ijqScj,23.0,cozily,22771.0,married,expensive,soccer,115859.0,rural,no response
VQj1HHtJ,57.0,healthy,59500.0,married,practical,soccer,22714.0,urban,no response
MgjitGbB,20.0,healthy,93707.0,single,expensive,soccer,114195.0,urban,no response
4bo4IoWu,29.0,active,65903.0,single,practical,soccer,39968.0,rural,no response
HE4uSUqE,21.0,cozily,98900.0,single,practical,badminton,136018.0,rural,no response
2bDas1K6,20.0,healthy,16922.0,single,expensive,athletics,49069.0,rural,no response
KsHXNn5N,31.0,healthy,29384.0,single,expensive,,20903.0,urban,no response
byI7bAkB,39.0,active,15528.0,married,expensive,badminton,104068.0,urban,no response
4HPwPaTB,33.0,healthy,96079.0,married,expensive,badminton,57443.0,urban,no response
8hkRem2k,23.0,healthy,69132.0,single,practical,badminton,24371.0,urban,no response
mDEFqZuh,69.0,active,79708.0,single,expensive,athletics,141400.0,urban,response
3zdDlj7F,20.0,cozily,48008.0,married,practical,badminton,48228.0,rural,no response
i8taUwMf,23.0,active,66412.0,single,expensive,soccer,118109.0,urban,no response
YjANEYkt,19.0,cozily,54465.0,single,practical,badminton,140247.0,urban,response
EPw8WwpH,22.0,active,16903.0,married,expensive,badminton,85698.0,urban,no response
biAVARcT,41.0,active,44998.0,single,practical,soccer,80513.0,rural,no response
CKY1q7tF,38.0,healthy,50994.0,married,practical,athletics,91989.0,rural,no response
Wv8LlBuV,66.0,cozily,15971.0,married,practical,,26549.0,urban,response
ftGcpWx3,59.0,healthy,78781.0,married,expensive,athletics,102405.0,urban,response
YwTdVklJ,61.0,cozily,47672.0,married,expensive,badminton,49604.0,urban,response
ysEMI2cZ,30.0,active,12928.0,married,practical,athletics,30568.0,urban,response
6gq6Jlvi,30.0,healthy,77879.0,married,practical,badminton,141900.0,urban,response
ceXwWw0A,29.0,healthy,96680.0,married,practical,badminton,39604.0,urban,no response
PtHRoXtc,33.0,healthy,75459.0,married,practical,badminton,147427.0,rural,response
M9CxRL7o,53.0,cozily,33337.0,married,practical,badminton,100553.0,urban,no response
GuM65QxS,21.0,active,84728.0,married,practical,,81319.0,urban,no response
WVks1TTy,69.0,healthy,33077.0,single,practical,soccer,112160.0,urban,response
O23qrAuT,68.0,active,67819.0,married,expensive,soccer,84142.0,urban,response
2Zpf8cB0,67.0,active,19911.0,single,expensive,athletics,109909.0,urban,response
ilN6RGdS,53.0,cozily,74963.0,single,practical,soccer,58814.0,rural,no response
UVVHYqD0,23.0,cozily,68441.0,married,expensive,,128835.0,rural,no response
8ECgxQyt,38.0,healthy,53369.0,married,expensive,soccer,136239.0,rural,no response
r0ZwqzRf,49.0,active,37280.0,married,expensive,soccer,127877.0,urban,no response
pOiMFIIn,31.0,cozily,67304.0,single,expensive,soccer,67505.0,urban,no response
KTPZxfKz,48.0,active,52578.0,married,practical,athletics,132677.0,rural,no response
Zdc8CH0K,36.0,active,78623.0,married,practical,badminton,72052.0,urban,no response
Di1MzY4N,68.0,cozily,14169.0,married,expensive,badminton,60194.0,rural,response
0A193GB1,22.0,active,61611.0,single,practical,badminton,31602.0,rural,response
4TTjFdje,33.0,active,30523.0,single,practical,badminton,149134.0,urban,response
vt5Vbuyf,49.0,active,83958.0,single,expensive,badminton,69377.0,urban,no response
pWtKlg4U,29.0,cozily,20346.0,married,practical,,67596.0,rural,no response
YdN9NHjL,50.0,cozily,43335.0,married,practical,,24230.0,urban,no response
fBmOW5o2,42.0,healthy,34597.0,single,expensive,athletics,64608.0,urban,no response
16MtPVJo,53.0,active,59112.0,married,practical,badminton,125332.0,urban,no response
c9zcJRM8,57.0,cozily,19996.0,married,practical,athletics,85282.0,rural,no response
L2maFo7d,45.0,cozily,42144.0,married,expensive,soccer,126035.0,urban,no response
TFIaq1e6,22.0,active,73148.0,married,practical,athletics,44009.0,urban,no response
CfqgsogD,17.0,healthy,94855.0,single,expensive,,20274.0,rural,no response
WL69WhsI,54.0,active,69007.0,single,expensive,athletics,60644.0,urban,no response
QPgULmRy,68.0,active,99716.0,married,expensive,badminton,102357.0,urban,response
REzYuqrQ,69.0,healthy,57100.0,single,practical,athletics,117359.0,urban,response
4bkRKI7A,51.0,healthy,88476.0,married,expensive,athletics,120918.0,rural,no response
aVZesAXu,47.0,active,35486.0,married,expensive,badminton,31521.0,rural,no response
ZMtxPREl,45.0,healthy,53454.0,married,expensive,athletics,109118.0,rural,no response
jJpPls8T,44.0,cozily,24949.0,single,practical,athletics,95562.0,rural,no response
JLYrTg38,26.0,healthy,26369.0,married,expensive,soccer,136376.0,rural,response
TPgtJog2,48.0,active,87625.0,single,practical,,50801.0,rural,no response
pmXyeRC9,31.0,cozily,77869.0,single,practical,badminton,73482.0,urban,no response
3O7GQWsN,59.0,healthy,20104.0,married,expensive,badminton,54368.0,rural,response
9HxtEMbV,68.0,healthy,70307.0,single,practical,athletics,118080.0,urban,response
oDTdS9il,30.0,active,54008.0,single,practical,athletics,81798.0,rural,no response
DJoxgRR7,36.0,healthy,38630.0,married,expensive,soccer,38535.0,urban,no response
uChcXaaW,29.0,healthy,20171.0,single,practical,athletics,146884.0,urban,response
7rueH3FR,31.0,cozily,69585.0,single,practical,soccer,43096.0,urban,no response
5HhDE9yA,45.0,healthy,62238.0,married,expensive,soccer,105823.0,rural,no response
nWCX7nE8,62.0,active,63545.0,single,expensive,soccer,125197.0,rural,response
JoJdQG37,25.0,healthy,66406.0,single,expensive,,57762.0,rural,no response
xrSQl6Zh,44.0,active,23439.0,married,practical,soccer,100539.0,rural,no response
UOEiEZKG,30.0,healthy,75643.0,married,expensive,soccer,110899.0,rural,no response
ujzTXXnN,53.0,cozily,19791.0,single,expensive,,68085.0,urban,no response
hyPH6jbE,25.0,cozily,12059.0,single,expensive,badminton,109009.0,urban,response
jm7mSoBN,52.0,cozily,40705.0,married,practical,,25378.0,rural,no response
kzzynxfl,26.0,active,90163.0,married,practical,athletics,32731.0,rural,no response
tNZtBs6U,41.0,healthy,45625.0,married,practical,badminton,137436.0,rural,no response
fJN2bXy9,18.0,cozily,75779.0,single,expensive,badminton,81666.0,rural,no response
U0IWnZNq,51.0,healthy,54388.0,single,expensive,athletics,131973.0,urban,no response
CrwFlBBR,15.0,active,94465.0,married,expensive,badminton,97442.0,rural,no response
yU4mShmE,48.0,healthy,91508.0,married,practical,athletics,74121.0,rural,no response
Ln09aspL,58.0,active,37391.0,single,expensive,soccer,124906.0,urban,response
g5tJWwxm,58.0,healthy,35302.0,married,practical,athletics,92109.0,rural,response
59VfmUan,44.0,cozily,71475.0,married,expensive,athletics,84230.0,rural,response
ZUijx7DW,35.0,healthy,95503.0,married,expensive,soccer,78147.0,rural,no response
xPoM23qK,69.0,healthy,90611.0,married,expensive,athletics,136524.0,rural,response
z6qEahoa,42.0,active,91538.0,single,practical,soccer,94257.0,rural,no response
8JAm8Fyk,47.0,active,60043.0,married,practical,soccer,89050.0,urban,no response
1ZUR3CGS,59.0,cozily,13818.0,single,expensive,badminton,68724.0,urban,response
j5gDOjGv,30.0,active,73495.0,married,practical,soccer,33275.0,urban,no response
LfM0k19i,49.0,cozily,47217.0,married,practical,athletics,101429.0,urban,no response
WI3h5aLv,32.0,active,46587.0,single,practical,badminton,119432.0,urban,no response
NaiWG20j,35.0,cozily,21767.0,single,expensive,athletics,103664.0,rural,no response
cxXW30ko,20.0,cozily,14570.0,married,practical,athletics,92974.0,urban,response
MXpg7EJa,64.0,cozily,91542.0,single,expensive,badminton,143940.0,urban,response
4lxo1VOb,30.0,healthy,31361.0,single,practical,badminton,25498.0,urban,no response
oa9Kf7Pc,27.0,active,71054.0,single,expensive,badminton,111239.0,rural,response
gEYGBghq,65.0,cozily,41175.0,single,expensive,athletics,111974.0,urban,response
9SxSddXi,31.0,cozily,19972.0,single,expensive,badminton,46619.0,rural,no response
Yh6A1khB,45.0,active,77175.0,single,expensive,badminton,84693.0,urban,no response
ExUjaWDX,56.0,healthy,25283.0,single,expensive,badminton,92680.0,urban,response
j78Tnbwc,18.0,healthy,94140.0,single,practical,athletics,51360.0,urban,no response
No7L4LvL,58.0,active,90231.0,single,expensive,athletics,80573.0,rural,response
EWXHwJzv,23.0,cozily,21771.0,married,expensive,soccer,142379.0,urban,response
DLNCzRMJ,49.0,healthy,33053.0,married,expensive,badminton,70549.0,urban,no response
7NsIjxwb,55.0,healthy,24459.0,single,expensive,soccer,143960.0,urban,response
NljplYcC,45.0,cozily,23004.0,single,practical,soccer,139238.0,rural,no response
mQRmC815,15.0,healthy,33794.0,single,expensive,soccer,81544.0,urban,no response
vYDa9DMl,49.0,cozily,50400.0,married,practical,soccer,68897.0,urban,no response
2b6sVawH,41.0,active,40496.0,married,expensive,athletics,68099.0,rural,no response
rDVD8Uim,26.0,healthy,25705.0,single,practical,badminton,33366.0,urban,no response
3Ykogrbp,54.0,cozily,23548.0,single,expensive,badminton,89753.0,urban,no response
z5Wm4Njx,17.0,active,72265.0,married,practical,badminton,135318.0,urban,no response
4mVDvnQt,20.0,active,25246.0,single,expensive,badminton,117583.0,urban,no response
tMcP5Jto,37.0,healthy,52374.0,single,practical,badminton,59837.0,rural,no response
Dmm80VpF,67.0,cozily,38954.0,married,practical,badminton,100024.0,urban,response
8kAo658F,67.0,active,16552.0,married,practical,athletics,67311.0,urban,response
7PvrypiF,25.0,cozily,22341.0,single,expensive,,124906.0,urban,no response
CHTf7SWu,31.0,healthy,58417.0,married,practical,badminton,67941.0,rural,no response
o6SCf5dX,38.0,cozily,36427.0,single,practical,soccer,138359.0,urban,no response
vwDkE01L,36.0,cozily,57939.0,married,expensive,badminton,78433.0,rural,no response
meUK4EwP,35.0,healthy,93326.0,married,practical,badminton,140815.0,urban,response
ccYPUg47,19.0,active,13667.0,single,practical,athletics,41118.0,rural,response
spCh3rlu,35.0,active,76765.0,single,expensive,badminton,130607.0,urban,no response
VexAotFx,60.0,healthy,85207.0,single,expensive,badminton,148360.0,urban,response
WOuV07l3,20.0,active,74110.0,married,practical,badminton,111099.0,urban,no response
mVLIz0f7,32.0,healthy,20846.0,married,practical,,138043.0,rural,no response
I07L59c7,45.0,cozily,10031.0,married,expensive,badminton,35259.0,urban,response
SNBzK1lm,67.0,healthy,24446.0,single,expensive,athletics,141370.0,urban,response
illfgH5Y,56.0,cozily,65142.0,married,practical,soccer,105050.0,rural,response
sv4P2ji8,62.0,cozily,94658.0,married,expensive,,129110.0,rural,response
y3P0vt0q,39.0,healthy,51178.0,married,expensive,,84668.0,urban,no response
j61SoUQq,16.0,active,55990.0,married,expensive,badminton,142620.0,urban,response
Jxia9T4L,27.0,active,79880.0,single,practical,athletics,83724.0,urban,no response
LatuuyO0,62.0,cozily,53347.0,married,expensive,athletics,35530.0,urban,no response
9eNY7kU1,44.0,active,52608.0,married,expensive,,85012.0,rural,no response
qGra54rm,53.0,healthy,55833.0,single,practical,athletics,70050.0,rural,no response
sovx6A8y,58.0,healthy,19051.0,married,expensive,athletics,95548.0,rural,response
HOkho2pW,28.0,healthy,89915.0,married,expensive,athletics,53723.0,urban,no response
MEfVMjBH,29.0,cozily,64597.0,married,expensive,soccer,136868.0,urban,no response
WHfaokdd,24.0,healthy,96297.0,married,practical,athletics,114370.0,rural,no response
kz5UiVnX,61.0,healthy,84189.0,single,expensive,badminton,38564.0,urban,response
Hnf2c3Q5,62.0,active,10067.0,married,expensive,soccer,62480.0,urban,no response
3fkXjYeD,36.0,active,38065.0,married,practical,badminton,68815.0,rural,no response
YZT3OYjf,17.0,healthy,35534.0,single,expensive,soccer,95518.0,rural,no response
wSVANZKg,28.0,healthy,61819.0,single,expensive,athletics,136911.0,rural,no response
LdxIwRGZ,62.0,healthy,47358.0,single,expensive,athletics,108507.0,urban,no response
qsik1CIN,55.0,healthy,86434.0,married,expensive,athletics,37264.0,rural,no response
jqkKUGzX,41.0,active,83813.0,married,practical,badminton,110676.0,urban,response
K9nCzqc6,66.0,active,85653.0,married,expensive,badminton,27083.0,urban,response
uW4SioWX,31.0,active,24179.0,single,expensive,athletics,99457.0,urban,no response
WqaqyrMq,62.0,cozily,32242.0,married,practical,badminton,55432.0,urban,response
5htzuiRs,49.0,active,54540.0,married,practical,athletics,143734.0,rural,response
fjBPnYvA,15.0,healthy,50708.0,married,expensive,badminton,115594.0,rural,no response
GVUgMPPu,17.0,healthy,58500.0,single,practical,athletics,79177.0,urban,no response
ouzXcNQc,59.0,cozily,98686.0,single,practical,athletics,113297.0,urban,response
c9IxmeeH,26.0,cozily,39399.0,single,expensive,soccer,44236.0,urban,no response
Jdtgl2ay,19.0,active,56820.0,single,practical,soccer,71422.0,urban,no response
RdQoLzL1,37.0,active,27153.0,single,expensive,soccer,106515.0,rural,no response
By4tbWHa,34.0,active,57408.0,single,expensive,athletics,132292.0,rural,no response
IRku1GrP,15.0,cozily,27160.0,single,practical,badminton,135901.0,urban,no response
o53pPxMU,24.0,active,91013.0,married,practical,soccer,124287.0,rural,no response
7OotFn7k,57.0,healthy,87125.0,married,expensive,soccer,111039.0,rural,response
3pwjlyOG,56.0,active,46471.0,married,practical,badminton,92109.0,rural,response
KD8Q8gD1,28.0,healthy,10122.0,single,expensive,badminton,23524.0,urban,response
z6ykN1bw,57.0,cozily,62120.0,single,practical,athletics,127893.0,urban,response
kBZAWCjd,37.0,cozily,28104.0,married,practical,soccer,92055.0,urban,no response
y4wJTvls,44.0,healthy,38491.0,married,practical,soccer,48989.0,urban,no response
RiRCpzQw,63.0,cozily,56250.0,married,practical,athletics,66395.0,rural,response
TiFIiu3z,26.0,active,61677.0,single,practical,soccer,44731.0,urban,no response
2NGpwDxK,60.0,healthy,79610.0,married,practical,soccer,39454.0,urban,response
JYJB5Uyk,38.0,active,47762.0,married,expensive,badminton,108578.0,urban,no response
KXsEu0d9,46.0,healthy,47321.0,married,expensive,soccer,136545.0,rural,no response
vlN4xKvx,60.0,cozily,59721.0,married,practical,athletics,112751.0,urban,response
9Dykm9IO,36.0,active,81771.0,married,practical,athletics,46505.0,rural,no response
Q5fBpcY7,32.0,cozily,13351.0,single,expensive,badminton,130615.0,urban,response
VXZpaS9F,52.0,cozily,16757.0,single,practical,,24680.0,urban,no response
Ml0Dn4uE,42.0,cozily,36432.0,single,expensive,badminton,114061.0,urban,no response
8Itr6TjF,59.0,active,21490.0,married,practical,,106742.0,urban,no response
Z75t5cnZ,37.0,cozily,92983.0,married,expensive,athletics,43684.0,rural,no response
RuUAat5S,34.0,healthy,80722.0,married,expensive,athletics,55184.0,rural,no response
8NAsjRvo,57.0,active,63533.0,married,practical,badminton,80930.0,urban,response
0eKXwIkR,60.0,active,99176.0,married,expensive,athletics,129244.0,rural,no response
9Y5yj7vY,19.0,healthy,98386.0,married,expensive,soccer,128709.0,urban,no response
6Q3B5qzJ,63.0,cozily,47176.0,single,practical,,50287.0,urban,response
NSjc2Lrf,32.0,cozily,99342.0,married,practical,soccer,135879.0,urban,no response
X7yXSYcN,35.0,active,86023.0,married,practical,athletics,85740.0,urban,no response
cG47VmYY,43.0,cozily,89780.0,single,practical,,44369.0,rural,no response
Rfsr4pgI,24.0,healthy,14899.0,married,expensive,badminton,135599.0,urban,response
vmMj0xHh,46.0,healthy,40765.0,single,practical,athletics,48436.0,urban,no response
WuT7T394,35.0,active,21174.0,single,practical,soccer,79198.0,rural,no response
TGOGYMH2,64.0,cozily,12917.0,single,expensive,badminton,138680.0,urban,response
4zawE2I7,35.0,healthy,39672.0,married,expensive,soccer,30612.0,rural,no response
hWo9ibTw,54.0,active,46424.0,single,expensive,,34310.0,urban,no response
zpnszNQj,29.0,healthy,12540.0,married,practical,badminton,43329.0,urban,response
DdRR0ptK,25.0,active,80543.0,single,expensive,badminton,55314.0,urban,no response
6dl0JbfX,27.0,active,46664.0,married,expensive,soccer,69555.0,urban,no response
2pAN3Th4,52.0,active,76242.0,married,practical,badminton,65891.0,urban,no response
2yr9uOMi,66.0,healthy,54280.0,single,expensive,soccer,55858.0,urban,response
ug5FPHU9,38.0,active,21955.0,single,practical,soccer,31537.0,urban,no response
LJzxBQJH,33.0,cozily,53557.0,married,expensive,soccer,97992.0,rural,no response
WgfJYDJu,36.0,healthy,56129.0,married,practical,athletics,52549.0,rural,no response
46Y8p1zA,52.0,active,88524.0,single,expensive,soccer,32997.0,rural,no response
hCE5ngZJ,22.0,healthy,85158.0,single,expensive,soccer,58486.0,urban,no response
HUBecRKL,27.0,cozily,32272.0,married,practical,soccer,132651.0,urban,no response
6q4C9eZ8,31.0,cozily,88936.0,single,expensive,athletics,144504.0,rural,response
MfuMQc4p,61.0,cozily,28862.0,married,practical,badminton,88450.0,urban,response
r4fOvNnB,67.0,active,52312.0,married,practical,athletics,108104.0,urban,response
LUpQYsJC,64.0,healthy,46041.0,single,expensive,athletics,25787.0,urban,no response
p0TNhBll,21.0,healthy,63845.0,single,expensive,athletics,141884.0,urban,response
J6kQ6hry,40.0,cozily,46234.0,married,expensive,athletics,91501.0,rural,no response
3XaIFBX1,38.0,healthy,18229.0,married,expensive,,148486.0,urban,response
YWyerVZf,64.0,active,15229.0,single,practical,badminton,55026.0,urban,no response
ynIJ4CAZ,21.0,cozily,53947.0,single,practical,badminton,117931.0,urban,no response
LncSbdOQ,48.0,cozily,33220.0,single,practical,athletics,118173.0,urban,no response
5el68cXg,45.0,cozily,50399.0,married,practical,athletics,95744.0,rural,no response
AzqdABdp,32.0,cozily,84475.0,married,expensive,,111011.0,urban,no response
4b4hX2C3,35.0,cozily,11333.0,married,practical,athletics,91351.0,urban,response
48i1uIDp,20.0,cozily,17645.0,single,expensive,badminton,58517.0,rural,no response
cAfNcPaR,41.0,cozily,94028.0,single,expensive,badminton,47798.0,rural,no response
9EVwDDrJ,30.0,active,44329.0,single,practical,badminton,91941.0,urban,no response
AsqlfL6u,48.0,cozily,14845.0,married,expensive,badminton,119239.0,urban,response
VzMHSJT0,48.0,active,55617.0,married,expensive,badminton,90935.0,urban,no response
viDBnEjT,51.0,healthy,40344.0,married,practical,soccer,113307.0,urban,no response
4HnlggEL,24.0,cozily,84605.0,married,practical,athletics,149172.0,rural,response
eGuqykjS,66.0,active,85720.0,married,practical,badminton,120420.0,urban,no response
cW5h5x64,64.0,cozily,10564.0,married,practical,athletics,84004.0,urban,no response
3YEua6RT,58.0,cozily,39348.0,married,expensive,badminton,29575.0,urban,no response
F6w8ZwWh,17.0,active,83179.0,single,expensive,athletics,103946.0,rural,no response
4HOQ9oH6,30.0,healthy,27294.0,married,practical,athletics,23030.0,rural,no response
e06FveeJ,35.0,active,70055.0,single,practical,,48113.0,urban,no response
hxCpMpg8,41.0,cozily,99041.0,single,expensive,athletics,54406.0,rural,no response
4Uzc81QK,40.0,cozily,97046.0,married,practical,soccer,50278.0,rural,no response
uFH3f7px,56.0,cozily,78733.0,married,expensive,athletics,108477.0,rural,response
Fbj5OJ3Y,37.0,active,46722.0,married,expensive,,92907.0,rural,no response
bT6P794M,16.0,cozily,93339.0,single,expensive,badminton,129947.0,rural,no response
UJp9HvP0,58.0,healthy,76144.0,single,expensive,,77719.0,urban,response
59YpGTul,17.0,healthy,45249.0,single,expensive,athletics,136326.0,urban,no response
CK7m2I3M,51.0,cozily,30583.0,married,practical,athletics,74729.0,rural,response
UYzyyj2f,69.0,cozily,31003.0,married,practical,badminton,58076.0,rural,response
qrz56tWQ,65.0,healthy,61883.0,single,practical,soccer,130840.0,rural,response
spmKIVQh,40.0,active,98804.0,married,practical,athletics,144745.0,rural,response
KlSgrgWv,59.0,active,15904.0,single,practical,soccer,130488.0,urban,no response
KH0Qzt5d,32.0,active,73481.0,single,expensive,athletics,96023.0,urban,no response
Vx2CD9ZH,22.0,healthy,28409.0,single,practical,badminton,101854.0,rural,no response
VtfbkuN3,56.0,cozily,34670.0,married,expensive,athletics,103582.0,rural,response
cMgKXT3J,61.0,healthy,32730.0,single,practical,,119212.0,urban,no response
aGY10RGO,51.0,healthy,65232.0,married,expensive,athletics,62404.0,rural,no response
xQczHuoP,41.0,active,60104.0,married,practical,athletics,49463.0,rural,no response
lmr7sZED,59.0,cozily,23278.0,single,expensive,badminton,125753.0,rural,no response
kDlGp7gV,45.0,healthy,70039.0,single,practical,athletics,43459.0,urban,no response
iaOmc6np,68.0,cozily,83887.0,single,practical,soccer,45636.0,urban,response
sK4LLmdg,17.0,active,84170.0,married,expensive,,70692.0,rural,no response
DQVElgEv,44.0,cozily,74556.0,married,practical,soccer,88173.0,rural,no response
mAUOWlF9,25.0,active,33475.0,married,expensive,,128327.0,urban,no response
BvN12PLK,15.0,cozily,98972.0,single,practical,badminton,41884.0,rural,no response
NYa7aeyG,64.0,active,45692.0,married,practical,soccer,24942.0,urban,response
